t_anaerobic,t_anoxide,t_aerobic,t_total,r_common,r_nitrification,r_anaerobic,teta_aerobic,teta_a1,teta_a2,s_nitrification,load_bod_5,n_ammonium_out,n_no2_out,n_no3_out,ammonium_ion,nitrite_ion,nitrate_ion,l_out,a_t,p_po4_out
0.38951050167922463,1.1656080881201385,1.5269981032592619,3.082116693058625,9.6,5.199999999999999,4.08,13.047008981381962,,14.3590883726426,,1089.0708207781379,,0.10961966541214681,,,0.3602102205443144,,,4,0.2
